Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Bulgaria,BGR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,15.3,14.1,15.1,13,..
Burkina Faso,BFA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,11.3,..,..,..
Burundi,BDI,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Cabo Verde,CPV,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Cambodia,KHM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Cameroon,CMR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Canada,CAN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,13.2,12.2,11.2,..,..
Cayman Islands,CYM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Central African Republic,CAF,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,15.3
Chad,TCD,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,10.8,..,..,..
Channel Islands,CHI,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Chile,CHL,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,13.6,..,..,14.1,..
China,CHN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Colombia,COL,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,20.2,20.4,21.2,22.2,20.7
Comoros,COM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
"Congo, Dem. Rep.",COD,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
"Congo, Rep.",COG,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Costa Rica,CRI,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,18.7,19.3,19.1,20.3,19.6
Cote d'Ivoire,CIV,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,12,..,..,..
Croatia,HRV,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,13.2,11.5,11.3,11.6,..
Cuba,CUB,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Curacao,CUW,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Cyprus,CYP,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,8.5,7.5,7.7,7.1,..
Czechia,CZE,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,4.7,4.9,4.7,5.6,..
Denmark,DNK,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,6.9,6.6,5.9,6.8,..
Djibouti,DJI,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,17.2,..,..,..,..
Dominica,DMA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Dominican Republic,DOM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,14.2,14.2,14.2,13.6,12.9
Ecuador,ECU,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,19.1,19.3,20.3,20.1,18.4
"Egypt, Arab Rep.",EGY,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,5.3,..,5.1,..,..
El Salvador,SLV,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,14.5,15.3,14.6,..,17
Equatorial Guinea,GNQ,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Eritrea,ERI,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Estonia,EST,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,9.6,9.9,9.3,9.2,..
Eswatini,SWZ,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Ethiopia,ETH,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Faroe Islands,FRO,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Fiji,FJI,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,9.6,..,..
Finland,FIN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,6.9,6.8,7.2,6.6,..
France,FRA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,10.1,10,11.6,11.1,..
French Polynesia,PYF,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Gabon,GAB,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,15.7,..,..,..,..
"Gambia, The",GMB,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,12.7,..
Georgia,GEO,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,14.8,14.6,13.8,14,13.5
Germany,DEU,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,11.5,10.2,10.7,..,..
Ghana,GHA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Gibraltar,GIB,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Greece,GRC,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,14.9,13.8,13.9,15,..
Greenland,GRL,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Grenada,GRD,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Guam,GUM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Guatemala,GTM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Guinea,GIN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,9.7,..,..,..
Guinea-Bissau,GNB,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,9,..,..,..
Guyana,GUY,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Haiti,HTI,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Honduras,HND,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,24.7,24.5,25.1,..,..
"Hong Kong SAR, China",HKG,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Hungary,HUN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,11.5,10.9,9.3,10,..
Iceland,ISL,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,6.3,..,..,..,..
India,IND,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Indonesia,IDN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,15.5,14.8,15.4,..,..
Iraq,IRQ,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Ireland,IRL,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,8.4,7.1,7.7,6.2,..
Isle of Man,IMN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Israel,ISR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,20.5,20.5,..,..,..
Italy,ITA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,16,15.2,15,15.6,..
Jamaica,JAM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Japan,JPN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Jordan,JOR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Kazakhstan,KAZ,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,4,3.8,..,..,..
Kenya,KEN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,10.4,8.7
Kiribati,KIR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,5.7,..,..
"Korea, Dem. People's Rep.",PRK,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
"Korea, Rep.",KOR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Kosovo,XKX,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,6.6,..,..,..,..
Kuwait,KWT,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Kyrgyz Republic,KGZ,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,3.8,3.8,3.8,5,..
Lao PDR,LAO,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,10.3,..,..,..
Latvia,LVA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,12.8,11.9,11.9,12.2,..
Lebanon,LBN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Lesotho,LSO,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,21,..,..,..,..
Liberia,LBR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Libya,LBY,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Liechtenstein,LIE,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Lithuania,LTU,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,13.5,13.2,12.1,10.4,..
Luxembourg,LUX,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,13.3,14.3,12.8,14.3,..
"Macao SAR, China",MAC,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Madagascar,MDG,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Malawi,MWI,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,11.1,..,..
Malaysia,MYS,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,17,..,..,..
Maldives,MDV,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,7.5,..,..
Mali,MLI,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,9.2,..,..,..
Malta,MLT,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,9.4,9.7,9.6,9.9,..
Marshall Islands,MHL,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,11.3,..,..
Mauritania,MRT,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Mauritius,MUS,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,10.9,..,..,..,..
Mexico,MEX,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,16.9,..,17,..
"Micronesia, Fed. Sts.",FSM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Moldova,MDA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,4.5,3.8,4.5,..,4.3
Monaco,MCO,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Mongolia,MNG,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,9.9,..,..,..
Montenegro,MNE,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,18.9,19.9,..,..,..
Morocco,MAR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Mozambique,MOZ,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,17.4,..,..
Myanmar,MMR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,6.7,..,..,..,..
Namibia,NAM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Nauru,NRU,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Nepal,NPL,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Netherlands,NLD,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,7.8,8.1,8.7,8,..
New Caledonia,NCL,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
New Zealand,NZL,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Nicaragua,NIC,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Niger,NER,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,7.9,..,..,..
Nigeria,NGA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,13.2,..,..,..
North Macedonia,MKD,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,17.7,17.5,18.4,..,..
Northern Mariana Islands,MNP,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Norway,NOR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,8.2,8,8.3,..,..
Oman,OMN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Pakistan,PAK,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,3.5,..,..,..
Palau,PLW,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Panama,PAN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,23.5,22.3,22.8,..,21.5
Papua New Guinea,PNG,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Paraguay,PRY,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,18,18.3,18.6,18.6,17
Peru,PER,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,20,19.3,18.6,19.7,15.9
Philippines,PHL,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,12.9,..,..,11.7
Poland,POL,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,9.4,9.5,8.8,..,..
Portugal,PRT,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,11,11.5,11.2,12.3,..
Puerto Rico,PRI,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Qatar,QAT,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Romania,ROU,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,19.2,18.1,18,18,..
Russian Federation,RUS,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,11.3,10.8,10.9,9.8,..
Rwanda,RWA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Samoa,WSM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
San Marino,SMR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Sao Tome and Principe,STP,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,12.8,..,..,..,..
Saudi Arabia,SAU,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Senegal,SEN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,10.4,..,..,..
Serbia,SRB,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,18.2,17,15.2,14.6,..
Seychelles,SYC,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,14.3,..,..,..
Sierra Leone,SLE,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,7.5,..,..,..
Singapore,SGP,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Slovak Republic,SVK,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,8.6,9.3,8.8,..,..
Slovenia,SVN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,6.4,5.3,5.6,5.4,..
Solomon Islands,SLB,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Somalia,SOM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
South Africa,ZAF,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
South Sudan,SSD,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Spain,ESP,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,16.1,15.7,15.9,16.5,..
Sri Lanka,LKA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,9.5,..,..
St. Kitts and Nevis,KNA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
St. Lucia,LCA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
St. Martin (French part),MAF,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
St. Vincent and the Grenadines,VCT,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Sudan,SDN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Suriname,SUR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Sweden,SWE,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,10.1,10.8,10.2,10.1,..
Switzerland,CHE,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,10.9,11.2,..,..,..
Syrian Arab Republic,SYR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Tajikistan,TJK,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Tanzania,TZA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Thailand,THA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,11,11.3,9.6,10.6,10
Timor-Leste,TLS,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Togo,TGO,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,15.8,..,..,..
Tonga,TON,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Trinidad and Tobago,TTO,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Tunisia,TUN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Turkiye,TUR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,15.6,15.6,17.3,..,..
Turkmenistan,TKM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Turks and Caicos Islands,TCA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Tuvalu,TUV,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Uganda,UGA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,13.4,..,..
Ukraine,UKR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,5.9,5,6.1,5.1,..
United Arab Emirates,ARE,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,9.1,..,..,..
United Kingdom,GBR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,12.5,12.2,13,11.5,..
United States,USA,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,18.2,18.2,18.5,17,15.5
Uruguay,URY,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,17.1,16.9,17.4,18,17.3
Uzbekistan,UZB,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Vanuatu,VUT,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,12.8,..,..
"Venezuela, RB",VEN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Viet Nam,VNM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,14,..,13.9,..
Virgin Islands (U.S.),VIR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
West Bank and Gaza,PSE,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
"Yemen, Rep.",YEM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Zambia,ZMB,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Zimbabwe,ZWE,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,12.7,..,16.8,..,..
