Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Ghana,GHA,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Gibraltar,GIB,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Greece,GRC,Income share held by lowest 10%,SI.DST.FRST.10,2.4,2.7,2.5,2.4,..
Greenland,GRL,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Grenada,GRD,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Guam,GUM,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Guatemala,GTM,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Guinea,GIN,Income share held by lowest 10%,SI.DST.FRST.10,..,3.5,..,..,..
Guinea-Bissau,GNB,Income share held by lowest 10%,SI.DST.FRST.10,..,3.3,..,..,..
Guyana,GUY,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Haiti,HTI,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Honduras,HND,Income share held by lowest 10%,SI.DST.FRST.10,1.2,1.1,1.2,..,..
"Hong Kong SAR, China",HKG,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Hungary,HUN,Income share held by lowest 10%,SI.DST.FRST.10,3,3.1,3.1,3.1,..
Iceland,ISL,Income share held by lowest 10%,SI.DST.FRST.10,4,..,..,..,..
India,IND,Income share held by lowest 10%,SI.DST.FRST.10,3.5,3.4,3.3,3.3,3.5
Indonesia,IDN,Income share held by lowest 10%,SI.DST.FRST.10,2.8,2.8,3,3,2.9
"Iran, Islamic Rep.",IRN,Income share held by lowest 10%,SI.DST.FRST.10,2.3,2.2,2.3,..,..
Iraq,IRQ,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Ireland,IRL,Income share held by lowest 10%,SI.DST.FRST.10,3.4,3.6,3.5,3.7,..
Isle of Man,IMN,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Israel,ISR,Income share held by lowest 10%,SI.DST.FRST.10,1.8,1.9,..,..,..
Italy,ITA,Income share held by lowest 10%,SI.DST.FRST.10,1.9,1.9,2.1,2.1,..
Jamaica,JAM,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Japan,JPN,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Jordan,JOR,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Kazakhstan,KAZ,Income share held by lowest 10%,SI.DST.FRST.10,4.3,4.3,..,..,..
Kenya,KEN,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,3,2.9
Kiribati,KIR,Income share held by lowest 10%,SI.DST.FRST.10,..,..,4,..,..
"Korea, Dem. People's Rep.",PRK,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
"Korea, Rep.",KOR,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Kosovo,XKX,Income share held by lowest 10%,SI.DST.FRST.10,3.8,..,..,..,..
Kuwait,KWT,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Kyrgyz Republic,KGZ,Income share held by lowest 10%,SI.DST.FRST.10,4.3,4.3,4.1,4,..
Lao PDR,LAO,Income share held by lowest 10%,SI.DST.FRST.10,..,3,..,..,..
Latvia,LVA,Income share held by lowest 10%,SI.DST.FRST.10,2.3,2.5,2.6,2.5,..
Lebanon,LBN,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Lesotho,LSO,Income share held by lowest 10%,SI.DST.FRST.10,1.7,..,..,..,..
Liberia,LBR,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Libya,LBY,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Liechtenstein,LIE,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Lithuania,LTU,Income share held by lowest 10%,SI.DST.FRST.10,2.1,2.3,2.6,2.7,..
Luxembourg,LUX,Income share held by lowest 10%,SI.DST.FRST.10,2.5,2.5,2.8,2.8,..
"Macao SAR, China",MAC,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Madagascar,MDG,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Malawi,MWI,Income share held by lowest 10%,SI.DST.FRST.10,..,..,2.9,..,..
Malaysia,MYS,Income share held by lowest 10%,SI.DST.FRST.10,..,2.3,..,..,..
Maldives,MDV,Income share held by lowest 10%,SI.DST.FRST.10,..,..,3.8,..,..
Mali,MLI,Income share held by lowest 10%,SI.DST.FRST.10,..,3.2,..,..,..
Malta,MLT,Income share held by lowest 10%,SI.DST.FRST.10,3.4,3.4,3.1,3.1,..
Marshall Islands,MHL,Income share held by lowest 10%,SI.DST.FRST.10,..,..,2.8,..,..
Mauritania,MRT,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Mauritius,MUS,Income share held by lowest 10%,SI.DST.FRST.10,2.9,..,..,..,..
Mexico,MEX,Income share held by lowest 10%,SI.DST.FRST.10,..,1.8,..,1.8,..
"Micronesia, Fed. Sts.",FSM,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Moldova,MDA,Income share held by lowest 10%,SI.DST.FRST.10,4.3,4.4,4.3,..,4.3
Monaco,MCO,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Mongolia,MNG,Income share held by lowest 10%,SI.DST.FRST.10,..,3.3,..,..,..
Montenegro,MNE,Income share held by lowest 10%,SI.DST.FRST.10,1.5,1.8,..,..,..
Morocco,MAR,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Mozambique,MOZ,Income share held by lowest 10%,SI.DST.FRST.10,..,..,1.6,..,..
Myanmar,MMR,Income share held by lowest 10%,SI.DST.FRST.10,3.8,..,..,..,..
Namibia,NAM,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Nauru,NRU,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Nepal,NPL,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Netherlands,NLD,Income share held by lowest 10%,SI.DST.FRST.10,3.5,3.5,3.4,3.6,..
New Caledonia,NCL,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
New Zealand,NZL,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Nicaragua,NIC,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Niger,NER,Income share held by lowest 10%,SI.DST.FRST.10,..,3.2,..,..,..
Nigeria,NGA,Income share held by lowest 10%,SI.DST.FRST.10,..,2.9,..,..,..
North Macedonia,MKD,Income share held by lowest 10%,SI.DST.FRST.10,1.7,2,1.9,..,..
Northern Mariana Islands,MNP,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Norway,NOR,Income share held by lowest 10%,SI.DST.FRST.10,3.3,3.4,3.4,..,..
Oman,OMN,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Pakistan,PAK,Income share held by lowest 10%,SI.DST.FRST.10,..,4.2,..,..,..
Palau,PLW,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Panama,PAN,Income share held by lowest 10%,SI.DST.FRST.10,1.1,1.2,1.2,..,1.2
Papua New Guinea,PNG,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Paraguay,PRY,Income share held by lowest 10%,SI.DST.FRST.10,1.8,1.7,1.8,2,2.1
Peru,PER,Income share held by lowest 10%,SI.DST.FRST.10,1.7,1.8,1.9,1.7,2.1
Philippines,PHL,Income share held by lowest 10%,SI.DST.FRST.10,..,2.5,..,..,2.7
Poland,POL,Income share held by lowest 10%,SI.DST.FRST.10,3.2,3.2,3.4,..,..
Portugal,PRT,Income share held by lowest 10%,SI.DST.FRST.10,2.7,2.8,2.8,2.4,..
Puerto Rico,PRI,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Qatar,QAT,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Romania,ROU,Income share held by lowest 10%,SI.DST.FRST.10,1.6,1.6,1.7,1.7,..
Russian Federation,RUS,Income share held by lowest 10%,SI.DST.FRST.10,2.9,2.9,2.9,3.1,..
Rwanda,RWA,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Samoa,WSM,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
San Marino,SMR,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Sao Tome and Principe,STP,Income share held by lowest 10%,SI.DST.FRST.10,2.6,..,..,..,..
Saudi Arabia,SAU,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Senegal,SEN,Income share held by lowest 10%,SI.DST.FRST.10,..,3,..,..,..
Serbia,SRB,Income share held by lowest 10%,SI.DST.FRST.10,1.4,1.9,2.1,2.3,..
Seychelles,SYC,Income share held by lowest 10%,SI.DST.FRST.10,..,2.6,..,..,..
Sierra Leone,SLE,Income share held by lowest 10%,SI.DST.FRST.10,..,3.4,..,..,..
Singapore,SGP,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Slovak Republic,SVK,Income share held by lowest 10%,SI.DST.FRST.10,3.5,3.2,3.6,..,..
Slovenia,SVN,Income share held by lowest 10%,SI.DST.FRST.10,4.1,4.2,4.2,4.2,..
Solomon Islands,SLB,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Somalia,SOM,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
South Africa,ZAF,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
South Sudan,SSD,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Spain,ESP,Income share held by lowest 10%,SI.DST.FRST.10,2.1,2.1,2,1.9,..
Sri Lanka,LKA,Income share held by lowest 10%,SI.DST.FRST.10,..,..,3.1,..,..
St. Kitts and Nevis,KNA,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
St. Lucia,LCA,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
St. Martin (French part),MAF,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
St. Vincent and the Grenadines,VCT,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Sudan,SDN,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Suriname,SUR,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Sweden,SWE,Income share held by lowest 10%,SI.DST.FRST.10,3,2.7,2.9,3,..
Switzerland,CHE,Income share held by lowest 10%,SI.DST.FRST.10,3.1,2.9,..,..,..
Syrian Arab Republic,SYR,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Tajikistan,TJK,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Tanzania,TZA,Income share held by lowest 10%,SI.DST.FRST.10,..,2.9,..,..,..
Thailand,THA,Income share held by lowest 10%,SI.DST.FRST.10,3,3,3.3,3.2,3.2
Timor-Leste,TLS,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Togo,TGO,Income share held by lowest 10%,SI.DST.FRST.10,..,2.3,..,..,..
Tonga,TON,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Trinidad and Tobago,TTO,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Tunisia,TUN,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Turkiye,TUR,Income share held by lowest 10%,SI.DST.FRST.10,2.2,2.2,2,..,..
Turkmenistan,TKM,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Turks and Caicos Islands,TCA,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Tuvalu,TUV,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Uganda,UGA,Income share held by lowest 10%,SI.DST.FRST.10,..,..,2.4,..,..
Ukraine,UKR,Income share held by lowest 10%,SI.DST.FRST.10,4.1,4.2,4.1,4.3,..
United Arab Emirates,ARE,Income share held by lowest 10%,SI.DST.FRST.10,..,4,..,..,..
United Kingdom,GBR,Income share held by lowest 10%,SI.DST.FRST.10,2.9,2.8,2.8,3,..
United States,USA,Income share held by lowest 10%,SI.DST.FRST.10,1.7,1.7,1.8,2,2.2
Uruguay,URY,Income share held by lowest 10%,SI.DST.FRST.10,2.3,2.3,2.3,2.2,2.2
Uzbekistan,UZB,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Vanuatu,VUT,Income share held by lowest 10%,SI.DST.FRST.10,..,..,3,..,..
"Venezuela, RB",VEN,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Viet Nam,VNM,Income share held by lowest 10%,SI.DST.FRST.10,..,2.5,..,2.5,..
Virgin Islands (U.S.),VIR,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
West Bank and Gaza,PSE,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
"Yemen, Rep.",YEM,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Zambia,ZMB,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Zimbabwe,ZWE,Income share held by lowest 10%,SI.DST.FRST.10,2.5,..,..,..,..
